"unitCode","unitName","chickBandDataID","nestID","SNPLDataID","eventID","locationID","siteID","siteName","year","bandCombination","chickBandDate","QCFlag","QCNotes","scientificName","commonName","TSN","chickWeightInGrams","drynessInPercent","eggToothPresence","yolkSacPresence","notes","type","basisOfRecord"
"PORE","Point Reyes National Seashore",307,"K02_2023",,,"{39744D68-DFEE-4649-ACE2-806C077E64E2}","K","Kehoe Beach",2023,"vv:vv",2023-05-24,,,"Charadrius nivosus","Western Snowy Plover","824030",,75,"Yes egg tooth are present","No yolk sac present","M. Lau, 2851-04846, Accidentally banded with prefix VV, but didn't have proper tools to remove plastic","Event","HumanObservation"
"PORE","Point Reyes National Seashore",384,"K04_2024","72e9654b-fd12-4c26-9928-adf9a8e8f634","a7ea84e5-5334-4ef8-91ea-58ab816225c5","{39744D68-DFEE-4649-ACE2-806C077E64E2}","K","Kehoe Beach",2024,"va:vo",2024-07-25,"ODEC","Original Band Combination delimiter was a semicolon, updated to colon","Charadrius nivosus","Western Snowy Plover","824030",,100,"No egg tooth present","No yolk sac present",,"Event","HumanObservation"
"PORE","Point Reyes National Seashore",370,"K04_2024","834fe076-304a-48e8-81e6-2d716e3030d2","628c1e68-d05f-45a2-93a7-2062998da566","{39744D68-DFEE-4649-ACE2-806C077E64E2}","K","Kehoe Beach",2024,"va:gv",2024-07-25,"ODEC","Original Band Combination delimiter was a semicolon, updated to colon","Charadrius nivosus","Western Snowy Plover","824030",,100,"No egg tooth present","No yolk sac present",,"Event","HumanObservation"
"PORE","Point Reyes National Seashore",383,"K04_2024","72e9654b-fd12-4c26-9928-adf9a8e8f634","a7ea84e5-5334-4ef8-91ea-58ab816225c5","{39744D68-DFEE-4649-ACE2-806C077E64E2}","K","Kehoe Beach",2024,"va:vb",2024-07-25,"ODEC","Original Band Combination delimiter was a semicolon, updated to colon","Charadrius nivosus","Western Snowy Plover","824030",,100,"No egg tooth present","No yolk sac present",,"Event","HumanObservation"
"PORE","Point Reyes National Seashore",371,"K04_2024","834fe076-304a-48e8-81e6-2d716e3030d2","628c1e68-d05f-45a2-93a7-2062998da566","{39744D68-DFEE-4649-ACE2-806C077E64E2}","K","Kehoe Beach",2024,"va:rr",2024-07-25,"ODEC","Original Band Combination delimiter was a semicolon, updated to colon","Charadrius nivosus","Western Snowy Plover","824030",,100,"No egg tooth present","Yes yolk sac present",,"Event","HumanObservation"
"PORE","Point Reyes National Seashore",337,"K01_2024","80154c9f-d4a8-40ea-b37d-b415b5b8504b","d4140f1c-73c5-4947-82dc-5ec7dd138189","{39744D68-DFEE-4649-ACE2-806C077E64E2}","K","Kehoe Beach",2024,"av:ra",2024-05-14,"ODEC","Original Band Combination delimiter was a semicolon, updated to colon","Charadrius nivosus","Western Snowy Plover","824030",,100,"Yes egg tooth are present","No yolk sac present",,"Event","HumanObservation"
"PORE","Point Reyes National Seashore",338,"K01_2024","80154c9f-d4a8-40ea-b37d-b415b5b8504b","d4140f1c-73c5-4947-82dc-5ec7dd138189","{39744D68-DFEE-4649-ACE2-806C077E64E2}","K","Kehoe Beach",2024,"av:rb",2024-05-14,"ODEC","Original Band Combination delimiter was a semicolon, updated to colon","Charadrius nivosus","Western Snowy Plover","824030",,100,"Yes egg tooth are present","No yolk sac present",,"Event","HumanObservation"
"PORE","Point Reyes National Seashore",428,"K05_2025",,,"{39744D68-DFEE-4649-ACE2-806C077E64E2}","K","Kehoe Beach",2025,"rv:ba",2025-06-07,"MECBR","Chick band data entered post hoc, no SNPL_DATA_ID defined","Charadrius nivosus","Western Snowy Plover","824030",,75,"Yes egg tooth are present","No yolk sac present",,"Event","HumanObservation"
"PORE","Point Reyes National Seashore",431,"K07_2025",,,"{39744D68-DFEE-4649-ACE2-806C077E64E2}","K","Kehoe Beach",2025,"rv:ob",2025-06-16,"MECBR","Chick band data entered post hoc, no SNPL_DATA_ID defined","Charadrius nivosus","Western Snowy Plover","824030",,100,"No egg tooth present","No yolk sac present",,"Event","HumanObservation"
"PORE","Point Reyes National Seashore",424,"K04_2025",,,"{39744D68-DFEE-4649-ACE2-806C077E64E2}","K","Kehoe Beach",2025,"rv:yb",2025-06-09,"MECBR","Chick band data entered post hoc, no SNPL_DATA_ID defined","Charadrius nivosus","Western Snowy Plover","824030",,100,"Yes egg tooth are present","No yolk sac present",,"Event","HumanObservation"
"PORE","Point Reyes National Seashore",425,"K04_2025",,,"{39744D68-DFEE-4649-ACE2-806C077E64E2}","K","Kehoe Beach",2025,"rv:gp",2025-06-09,"MECBR","Chick band data entered post hoc, no SNPL_DATA_ID defined","Charadrius nivosus","Western Snowy Plover","824030",,90,"Yes egg tooth are present","No yolk sac present",,"Event","HumanObservation"
"PORE","Point Reyes National Seashore",427,"K05_2025",,,"{39744D68-DFEE-4649-ACE2-806C077E64E2}","K","Kehoe Beach",2025,"rv:gy",2025-06-07,"MECBR","Chick band data entered post hoc, no SNPL_DATA_ID defined","Charadrius nivosus","Western Snowy Plover","824030",,100,"Yes egg tooth are present","No yolk sac present",,"Event","HumanObservation"
"PORE","Point Reyes National Seashore",429,"K05_2025",,,"{39744D68-DFEE-4649-ACE2-806C077E64E2}","K","Kehoe Beach",2025,"rv:vo",2025-06-07,"MECBR","Chick band data entered post hoc, no SNPL_DATA_ID defined","Charadrius nivosus","Western Snowy Plover","824030",,75,"Yes egg tooth are present","No yolk sac present",,"Event","HumanObservation"
"PORE","Point Reyes National Seashore",430,"K07_2025",,,"{39744D68-DFEE-4649-ACE2-806C077E64E2}","K","Kehoe Beach",2025,"rv:gv",2025-06-16,"MECBR","Chick band data entered post hoc, no SNPL_DATA_ID defined","Charadrius nivosus","Western Snowy Plover","824030",,90,"Yes egg tooth are present","No yolk sac present",,"Event","HumanObservation"
"PORE","Point Reyes National Seashore",426,"K04_2025",,,"{39744D68-DFEE-4649-ACE2-806C077E64E2}","K","Kehoe Beach",2025,"rv:aw",2025-06-09,"MECBR","Chick band data entered post hoc, no SNPL_DATA_ID defined","Charadrius nivosus","Western Snowy Plover","824030",,0,"Yes egg tooth are present","Yes yolk sac present",,"Event","HumanObservation"
"PORE","Point Reyes National Seashore",9,"L03_2016","20160906135959-301948010.921478","{E34F33AC-B5D4-409B-96DF-BFCC24A19187}","{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2016,"av:wr",2016-07-13,,,"Charadrius nivosus","Western Snowy Plover","824030",,90,"Yes egg tooth are present",,"All plastic bands. Date is not the day it was banded.","Event","HumanObservation"
"PORE","Point Reyes National Seashore",8,"L02_2016","20160901130553-169873476.028442","{B4D90D41-FEE6-4B81-A898-A1C4FF1A98C1}","{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2016,"av:og",2016-06-28,,,"Charadrius nivosus","Western Snowy Plover","824030",,25,"Yes egg tooth are present","Yes yolk sac present","dot on the green band. USFWS - 8021-11097","Event","HumanObservation"
"PORE","Point Reyes National Seashore",10,"L03_2016","20160906135959-301948010.921478","{E34F33AC-B5D4-409B-96DF-BFCC24A19187}","{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2016,"av:yb",2016-07-13,,,"Charadrius nivosus","Western Snowy Plover","824030",,50,"Yes egg tooth are present",,"All plastic bands. Date is not the day it was banded.","Event","HumanObservation"
"PORE","Point Reyes National Seashore",7,"L02_2016","20160901130553-169873476.028442","{B4D90D41-FEE6-4B81-A898-A1C4FF1A98C1}","{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2016,"av:og",2016-06-28,,,"Charadrius nivosus","Western Snowy Plover","824030",,50,"Yes egg tooth are present","No yolk sac present","dot on the orange band.USFWS - 8021-11096","Event","HumanObservation"
"PORE","Point Reyes National Seashore",84,"L10_2017","20170909140640-298165440.559387","{81BA4FB6-EA60-4AC0-848D-64AB5A5B5703}","{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2017,"av:ag",2017-08-03,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"No egg tooth present","No yolk sac present","USFWS: 8021-18399","Event","HumanObservation"
"PORE","Point Reyes National Seashore",80,"L02_2017","20170909135011-364018678.665161","{09FBA3B2-8AF2-4E96-9CA5-022ED6294878}","{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2017,"av:bg",2017-05-22,,,"Charadrius nivosus","Western Snowy Plover","824030",6,,"Yes egg tooth are present",,"USFWS: 8021-20527","Event","HumanObservation"
"PORE","Point Reyes National Seashore",86,"L10_2017","20170909140640-298165440.559387","{81BA4FB6-EA60-4AC0-848D-64AB5A5B5703}","{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2017,"av:ag",2017-08-03,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"No egg tooth present","No yolk sac present","USFWS: 8021-12069","Event","HumanObservation"
"PORE","Point Reyes National Seashore",85,"L10_2017","20170909140640-298165440.559387","{81BA4FB6-EA60-4AC0-848D-64AB5A5B5703}","{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2017,"av:ag",2017-08-03,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"No egg tooth present","No yolk sac present","USFWS: 8021-18400","Event","HumanObservation"
"PORE","Point Reyes National Seashore",81,"L05_2017","20170825073121-999414563.179016","20170825072850-695115506.649017","{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2017,"av:rw",2017-06-22,,,"Charadrius nivosus","Western Snowy Plover","824030",5.59999990463257,90,"Yes egg tooth are present",,"USFWS: 8021-20541","Event","HumanObservation"
"PORE","Point Reyes National Seashore",79,"L02_2017","20170909135011-364018678.665161","{09FBA3B2-8AF2-4E96-9CA5-022ED6294878}","{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2017,"av:bg",2017-05-22,,,"Charadrius nivosus","Western Snowy Plover","824030",6.09999990463257,,"Yes egg tooth are present",,"USFWS: 8021-20526","Event","HumanObservation"
"PORE","Point Reyes National Seashore",78,"L02_2017","20170909135011-364018678.665161","{09FBA3B2-8AF2-4E96-9CA5-022ED6294878}","{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2017,"av:bg",2017-05-22,,,"Charadrius nivosus","Western Snowy Plover","824030",6.19999980926514,,"Yes egg tooth are present",,"USFWS: 8021-20523","Event","HumanObservation"
"PORE","Point Reyes National Seashore",83,"L05_2017","20170909135904-53504526.6151428","{923600B8-F0E3-44BA-A295-8A2E518082FA}","{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2017,"av:rw",2017-06-22,,,"Charadrius nivosus","Western Snowy Plover","824030",5.19999980926514,100,"Yes egg tooth are present",,"USFWS: 8021-20543","Event","HumanObservation"
"PORE","Point Reyes National Seashore",82,"L05_2017","20170825073121-999414563.179016","20170825072850-695115506.649017","{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2017,"av:rw",2017-06-22,,,"Charadrius nivosus","Western Snowy Plover","824030",5.59999990463257,20,"Yes egg tooth are present",,"USFWS: 8021-20542","Event","HumanObservation"
"PORE","Point Reyes National Seashore",120,"L09_2018",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2018,"av:yw",2018-06-29,,,"Charadrius nivosus","Western Snowy Plover","824030",,95,"Yes egg tooth are present",,"USFWS: 8021-12086","Event","HumanObservation"
"PORE","Point Reyes National Seashore",126,"L15_2018",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2018,"av:go",2018-07-29,,,"Charadrius nivosus","Western Snowy Plover","824030",,,,,"USFWS: 8021-18646","Event","HumanObservation"
"PORE","Point Reyes National Seashore",127,"L15_2018",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2018,"av:go",2018-07-29,,,"Charadrius nivosus","Western Snowy Plover","824030",,,,,"USFWS: 8021-18647","Event","HumanObservation"
"PORE","Point Reyes National Seashore",124,"L14_2018",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2018,"av:ao",2018-07-18,,,"Charadrius nivosus","Western Snowy Plover","824030",5.40000009536743,100,"Yes egg tooth are present",,"USFWS: 8021-12100","Event","HumanObservation"
"PORE","Point Reyes National Seashore",123,"L12_2018",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2018,"av:gb",2018-07-16,,,"Charadrius nivosus","Western Snowy Plover","824030",6.59999990463257,100,"No egg tooth present",,"USFWS: 8021-12099","Event","HumanObservation"
"PORE","Point Reyes National Seashore",122,"L12_2018",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2018,"av:gb",2018-07-16,,,"Charadrius nivosus","Western Snowy Plover","824030",5.69999980926514,100,"Yes egg tooth are present",,"USFWS: 8021-12098","Event","HumanObservation"
"PORE","Point Reyes National Seashore",121,"L09_2018",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2018,"av:yw",2018-06-29,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"Yes egg tooth are present",,"USFWS: 8021-12087","Event","HumanObservation"
"PORE","Point Reyes National Seashore",116,"L01_2018",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2018,"av:rr",2018-05-23,,,"Charadrius nivosus","Western Snowy Plover","824030",,,,,"USFWS: 8021-12081","Event","HumanObservation"
"PORE","Point Reyes National Seashore",117,"L03_2018",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2018,"av:bw",2018-05-16,,,"Charadrius nivosus","Western Snowy Plover","824030",,,,,"USFWS: 8021-12075","Event","HumanObservation"
"PORE","Point Reyes National Seashore",118,"L03_2018",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2018,"av:bw",2018-05-16,,,"Charadrius nivosus","Western Snowy Plover","824030",,,,,"USFWS: 8021-12074","Event","HumanObservation"
"PORE","Point Reyes National Seashore",119,"L03_2018",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2018,"av:bw",2018-05-16,,,"Charadrius nivosus","Western Snowy Plover","824030",,,,,"USFWS: 8021-12073","Event","HumanObservation"
"PORE","Point Reyes National Seashore",125,"L15_2018",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2018,"av:go",2018-07-29,,,"Charadrius nivosus","Western Snowy Plover","824030",,,,,"USFWS: 8021-18645","Event","HumanObservation"
"PORE","Point Reyes National Seashore",115,"L01_2018",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2018,"av:rr",2018-05-23,,,"Charadrius nivosus","Western Snowy Plover","824030",,,,,"USFWS: 8021-12080","Event","HumanObservation"
"PORE","Point Reyes National Seashore",142,"L03_2019",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2019,"av:ro",2019-07-01,,,"Charadrius nivosus","Western Snowy Plover","824030",6.09999990463257,100,"Yes egg tooth are present",,"8021-18660","Event","HumanObservation"
"PORE","Point Reyes National Seashore",143,"L03_2019",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2019,"av:ro",2019-07-01,,,"Charadrius nivosus","Western Snowy Plover","824030",5.80000019073486,0,"Yes egg tooth are present","Yes yolk sac present","8021-18661","Event","HumanObservation"
"PORE","Point Reyes National Seashore",144,"L06_2019",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2019,"av:bo",2019-08-16,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"Yes egg tooth are present",,"8021-18678","Event","HumanObservation"
"PORE","Point Reyes National Seashore",145,"L06_2019",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2019,"av:bo",2019-08-16,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"No egg tooth present",,"8021-18679","Event","HumanObservation"
"PORE","Point Reyes National Seashore",146,"L06_2019",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2019,"av:bo",2019-08-16,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"No egg tooth present",,"8021-18680","Event","HumanObservation"
"PORE","Point Reyes National Seashore",141,"L03_2019",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2019,"av:ro",2019-07-01,,,"Charadrius nivosus","Western Snowy Plover","824030",,,,,"8021-18659","Event","HumanObservation"
"PORE","Point Reyes National Seashore",163,"L03_2020",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2020,"av:ga",2020-06-25,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"No egg tooth present",,"8021-18685","Event","HumanObservation"
"PORE","Point Reyes National Seashore",199,"L03_2021",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2021,"av:ab",2021-08-09,,,"Charadrius nivosus","Western Snowy Plover","824030",,95,"Yes egg tooth are present","No yolk sac present","8021-26912","Event","HumanObservation"
"PORE","Point Reyes National Seashore",196,"L02_2021",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2021,"av:rv",2021-06-16,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"Yes egg tooth are present","No yolk sac present","8021-18689","Event","HumanObservation"
"PORE","Point Reyes National Seashore",198,"L02_2021",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2021,"av:rv",2021-06-16,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"Yes egg tooth are present","No yolk sac present","8021-26955","Event","HumanObservation"
"PORE","Point Reyes National Seashore",200,"L01_2021",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2021,"av:wa",2021-05-08,,,"Charadrius nivosus","Western Snowy Plover","824030",,90,"Yes egg tooth are present","No yolk sac present","8021-26933","Event","HumanObservation"
"PORE","Point Reyes National Seashore",201,"L01_2021",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2021,"av:wa",2021-05-08,,,"Charadrius nivosus","Western Snowy Plover","824030",,80,"Yes egg tooth are present","No yolk sac present","8021-26932","Event","HumanObservation"
"PORE","Point Reyes National Seashore",202,"L01_2021",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2021,"av:wa",2021-05-08,,,"Charadrius nivosus","Western Snowy Plover","824030",,15,"Yes egg tooth are present","No yolk sac present","8021-26936","Event","HumanObservation"
"PORE","Point Reyes National Seashore",197,"L02_2021",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2021,"av:rv",2021-06-16,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"No egg tooth present","No yolk sac present","8021-26954","Event","HumanObservation"
"PORE","Point Reyes National Seashore",269,"L03_2022",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2022,"va:aa",2022-05-16,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"Yes egg tooth are present","No yolk sac present","8021-26905","Event","HumanObservation"
"PORE","Point Reyes National Seashore",271,"L03_2022",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2022,"x:x",2022-05-16,,,"Charadrius nivosus","Western Snowy Plover","824030",,,,,"Chick not banded due to abnormal injuries to eye and head","Event","HumanObservation"
"PORE","Point Reyes National Seashore",272,"L04_2022",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2022,"va:br",2022-06-02,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"Yes egg tooth are present","No yolk sac present","8021-26968","Event","HumanObservation"
"PORE","Point Reyes National Seashore",273,"L04_2022",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2022,"x:x",2022-06-02,,,"Charadrius nivosus","Western Snowy Plover","824030",,,,,"Chick likely depredated within a day of hatch before we could band the entire brood.","Event","HumanObservation"
"PORE","Point Reyes National Seashore",274,"L04_2022",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2022,"x:x",2022-06-02,,,"Charadrius nivosus","Western Snowy Plover","824030",,,,,"Chick likely depredated within a day of hatch before we could band the entire brood.","Event","HumanObservation"
"PORE","Point Reyes National Seashore",275,"L05_2022",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2022,"va:ba",2022-06-25,,,"Charadrius nivosus","Western Snowy Plover","824030",,,"No egg tooth present","No yolk sac present","2851-04805","Event","HumanObservation"
"PORE","Point Reyes National Seashore",276,"L05_2022",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2022,"va:bv",2022-06-25,,,"Charadrius nivosus","Western Snowy Plover","824030",,,"Yes egg tooth are present","No yolk sac present","2851-04804","Event","HumanObservation"
"PORE","Point Reyes National Seashore",270,"L03_2022",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2022,"x:x",2022-05-16,,,"Charadrius nivosus","Western Snowy Plover","824030",,,,,"Chick not banded due to abnormal injuries to eye and head","Event","HumanObservation"
"PORE","Point Reyes National Seashore",294,"L02_2023",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2023,"rv:wo",2023-05-21,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"Yes egg tooth are present","No yolk sac present","C. Eyster, 8021-26982","Event","HumanObservation"
"PORE","Point Reyes National Seashore",304,"L07_2023",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2023,"rv:gy",2023-08-10,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"No egg tooth present","No yolk sac present","M. Lau, 2851-04871, didn't fledge","Event","HumanObservation"
"PORE","Point Reyes National Seashore",303,"L07_2023",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2023,"rv:gw",2023-08-10,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"No egg tooth present","No yolk sac present","M. Lau, 2851-04872, didn't fledge","Event","HumanObservation"
"PORE","Point Reyes National Seashore",302,"L07_2023",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2023,"rv:gr",2023-08-10,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"Yes egg tooth are present","No yolk sac present","M.Lau, 2851-04873, fledged","Event","HumanObservation"
"PORE","Point Reyes National Seashore",301,"L04_2023",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2023,"rv:bo",2023-07-03,,,"Charadrius nivosus","Western Snowy Plover","824030",,,"No egg tooth present","No yolk sac present","R. DiGaudio, didn't fledge, 2851-04886","Event","HumanObservation"
"PORE","Point Reyes National Seashore",300,"L04_2023",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2023,"rv:ag",2023-07-03,,,"Charadrius nivosus","Western Snowy Plover","824030",,,"Yes egg tooth are present","No yolk sac present","R. DiGaudio, didn't fledge, 2851-04887","Event","HumanObservation"
"PORE","Point Reyes National Seashore",299,"L04_2023",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2023,"rv:aa",2023-07-03,,,"Charadrius nivosus","Western Snowy Plover","824030",,,"No egg tooth present","No yolk sac present","R. DiGaudio, didn't fledge, 2851-04888","Event","HumanObservation"
"PORE","Point Reyes National Seashore",298,"L03_2023",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2023,"rv:vg",2023-06-20,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"No egg tooth present","No yolk sac present","M. Lau, 2851-04894, fledged","Event","HumanObservation"
"PORE","Point Reyes National Seashore",297,"L03_2023",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2023,"rv:vb",2023-06-20,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"No egg tooth present","No yolk sac present","M. Lau, 2851-04895, didn't fledge","Event","HumanObservation"
"PORE","Point Reyes National Seashore",295,"L02_2023",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2023,"rv:wy",2023-05-21,,,"Charadrius nivosus","Western Snowy Plover","824030",,80,"No egg tooth present","No yolk sac present","C. Eyster, 8021-26983, fledged","Event","HumanObservation"
"PORE","Point Reyes National Seashore",293,"L02_2023",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2023,"av:vb",2023-05-21,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"Yes egg tooth are present","No yolk sac present","C. Eyster, 8021-26981, fledged","Event","HumanObservation"
<<<<<<< HEAD
=======
"PORE","Point Reyes National Seashore",290,"L01_2023",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2023,"rv:go",2023-05-21,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"Yes egg tooth are present","No yolk sac present","C. Eyster, 8021-26979","Event","HumanObservation"
"PORE","Point Reyes National Seashore",291,"L01_2023",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2023,"rv:rb",2023-05-21,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"Yes egg tooth are present","No yolk sac present","C. Eyster, 8021-26980","Event","HumanObservation"
"PORE","Point Reyes National Seashore",292,"L01_2023",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2023,"x:x",2023-05-21,,,"Charadrius nivosus","Western Snowy Plover","824030",,,,,,"Event","HumanObservation"
"PORE","Point Reyes National Seashore",296,"L03_2023",,,"{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2023,"rv:va",2023-06-20,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"No egg tooth present","No yolk sac present","M. Lau, 2851-04896, fledged","Event","HumanObservation"
"PORE","Point Reyes National Seashore",336,"L02_2024","accae999-3699-4667-99a1-118a3f2b9629","d16f42b0-1fde-4967-bc0d-04e15482f43b","{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2024,"av:wr",2024-05-10,"ODEC","Original Band Combination delimiter was a semicolon, updated to colon","Charadrius nivosus","Western Snowy Plover","824030",,50,"Yes egg tooth are present","No yolk sac present",,"Event","HumanObservation"
"PORE","Point Reyes National Seashore",335,"L02_2024","accae999-3699-4667-99a1-118a3f2b9629","d16f42b0-1fde-4967-bc0d-04e15482f43b","{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2024,"av:wa",2024-05-10,"ODEC","Original Band Combination delimiter was a semicolon, updated to colon","Charadrius nivosus","Western Snowy Plover","824030",,80,"Yes egg tooth are present","No yolk sac present",,"Event","HumanObservation"
"PORE","Point Reyes National Seashore",388,"L04_2025","7e7c4c9b-d2c3-4567-9f81-2d3a8f8c3b5d","6131c091-29c8-4a59-b382-d5b516b6bdcb","{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2025,"rv:yy",2025-05-26,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"Yes egg tooth are present","No yolk sac present",,"Event","HumanObservation"
"PORE","Point Reyes National Seashore",389,"L04_2025","7e7c4c9b-d2c3-4567-9f81-2d3a8f8c3b5d","6131c091-29c8-4a59-b382-d5b516b6bdcb","{AAECB23A-DD1B-4289-A95D-BD34276088B9}","L","Limantour Beach",2025,"rv:gg",2025-05-26,,,"Charadrius nivosus","Western Snowy Plover","824030",,100,"Yes egg tooth are present","No yolk sac present",,"Event","HumanObservation"
